posting_id,company_id,source,title,sector,body_len,skills,annual_from,annual_to,employment,education,location,keyword,flags,collected_at,judged_at,title_has_ai,verdict,actual_role,fit_score,reason,track,odds,appeal,caution,region,is_offtrack
1f3997544d,company_b651be5c,saramin,ML Engineer(LLM),"머신러닝 , 일반은행 , 기획 , 일반은행 수정일 26/07/13",2446,,1,0,정규직,학력무관,서울 강남구,LLM 엔지니어,경력1년+요구|개발자수준요구|AI개발성격,2026-07-20,2026-07-20,True,검토,LLM 서빙·LLMOps 플랫폼 구축 및 LLM 애플리케이션 개발,5,"학력무관이고 자격요건이 전부 '~경험이 있으면 좋아요' 형태(필수 아님)라 학위 게이트는 없다. 'LLM 기술을 활용해 LLM 어플리케이션 개발' 항목은 이용진 자산과 맞닿는다. 다만 vLLM·SGLang·TensorRT 서빙, 파인튜닝·최적화가 중심이라 인프라·모델 최적화 비중이 크다.",AI 에이전트/LLM 앱,학위 게이트 없음 — 포트폴리오로 승부는 가능하나 토스뱅크 경쟁 강도와 경력 1년+ 요구로 실제 통과율은 낮음,Claude API CS봇을 평가셋 69문항 회귀·2층 가드레일·유닛테스트 53개+CI로 검증 운영한 이력 — 'LLM 앱을 만들고 품질을 지켜본' 증거로 제시,서빙 프레임워크·파인튜닝·모델 최적화 요구가 커서 면접에서 깊이 검증될 위험. 경력 1년+ 요구,서울,False
c38f5b9e56,company_b651be5c,saramin,Data Product Manager (AI),"AI(인공지능) , 타당성검토 , 일반은행 , 기획 , 일반은행 수정일 26/07/13",2652,,0,0,정규직,학력무관,서울 강남구,LLM 엔지니어,,2026-07-20,2026-07-20,True,검토,AI Agent·LLM 기반 제품 기획·리딩 PM — 개발 조직 프로세스 개선 포함,6,"'AI Agent, LLM, ML을 활용한 서비스 경험이나 강한 관심', '문제를 종합적으로 사고하고 필요시 재정의', '전사 개발 프로세스나 문화를 바꾸는 데까지 관여'가 요건이다. 학력무관·신입 포함이고 코딩테스트·학위 게이트가 없어 이용진의 '복잡한 문제 정의·해결' 포지셔닝과 맞는다. 다만 PM으로서 이해관계자 리딩 경험을 요구해 신입 승산은 제한적.",업무자동화/AX,학력무관·신입 포함이라 서류 자체는 열려 있음 — 다만 토스뱅크 PM 경쟁률과 리딩 경험 요구로 통과 확률은 낮음. 포트폴리오로 '문제 재정의' 사례를 보여주면 승부 가능,데이터 정합 사고를 스스로 규명해 광고비 1.5배 정정한 사례(집계 1000행 잘림 추적) — 주어진 문제를 그대로 실행하지 않고 재정의한 실물 증거. 공헌이익·손익분기 ROAS 의사결정 게이트 도입으로 비즈니스 임팩트까지 연결,PM 직군이라 엔지니어링 브랜드와는 살짝 결이 다름. 이해관계자 리딩 경험 요구로 신입 서류 통과 난이도 높음,서울,False
1b6164c7fd,company_b651be5c,saramin,ML Engineer(Service),"AI(인공지능) , API , Kafka , Spark , 일반은행 외 수정일 26/07/13",2532,,0,0,정규직,학력무관,서울 강남구,LLM 엔지니어,개발자수준요구|AI개발성격,2026-07-20,2026-07-20,False,부적합,대규모 트래픽 ML 서비스 개발·아키텍처 설계,3,'대규모 트래픽 환경에서 높은 SLA를 요구하는 ML 서비스를 개발하고 운영한 경험'이 첫 요건이고 경력직이다. Agent·LLM 언급은 '있으면 좋아요' 수준이라 실체는 시니어 백엔드·ML 개발.,트랙밖,경력 필수 + 대규모 서비스 개발 경험 요구 — 승산 없음,,개발자 수준 요구. 경력직 전용,서울,True
d3d7cffa78,company_b651be5c,saramin,ML Engineer(ML/LLM Ops),"데이터엔지니어 , 머신러닝 , 트러블슈팅 , Apache , 일반은행 외 수정일 26/07/13",2558,,0,0,정규직,학력무관,서울 강남구,LLM 엔지니어,개발자수준요구|AI개발성격,2026-07-20,2026-07-20,True,부적합,Kubernetes 기반 MLOps 인프라 구축·운영 — 인프라 엔지니어,3,"자격요건 첫 줄이 'Kubernetes 위에서 서비스를 개발, 배포하고 운영해본 분'이고 이어서 대규모 트래픽, GPU 프레임워크 성능 개선, Cassandra·ScyllaDB 분산 DB 운영이다. 인프라·DevOps 성격이라 배제 대상.",트랙밖,신입 표기지만 실질 요구가 인프라 실무 경험 — 승산 낮음,,DevOps·인프라 엔지니어 성격(배제 대상),서울,True
ea016bb60f,company_b651be5c,saramin,ML Engineer(Product),"AI(인공지능) , OCR , 아키텍쳐 , Kafka , Spark 외 수정일 26/07/13",2796,,0,0,정규직,학력무관,서울 강남구,LLM 엔지니어,개발자수준요구|AI개발성격,2026-07-20,2026-07-20,False,부적합,ML 모델 서빙·최적화 및 대규모 분산 데이터 파이프라인 개발,3,"'TensorRT, ONNX Runtime 활용한 모델 컴파일 및 최적화', 'Triton Inference Server, Kubernetes, FastAPI', 'Airflow, Hadoop, Kafka, Spark, Flink' 등 요구가 시니어 ML 인프라 개발 수준이다. 신입 표기와 실질 요구의 간극이 너무 크다.",트랙밖,실질 요구가 프로덕션 ML 서빙 경력 — 승산 없음,,개발자 수준 요구가 과도. 신입 표기는 형식상,서울,True
a93002dcfa,company_f37aa283,saramin,"[LG이노텍]소재, 부품 제조/검사원 모집","자동화라인 , 기술엔지니어 , 기계조작원 , 조립 , 생산관리 외 수정일 26/07/19",2354,,0,0,계약직,학력무관,경북 구미시,업무 자동화,,2026-07-20,2026-07-20,False,부적합,제조·검사원 계약직 — 현장 단순 공정,1,대기업 협력 도급 형태의 제조·검사원 계약직이다. 직무·고용형태 모두 부적합.,트랙밖,채용은 쉬우나 지원 대상 아님,,계약직·다수 지방 사업장 배치,경북,True
596ab3b52d,company_d096d399,saramin,"전략운영리드 (자영업자 B2B 스쿼드, 그로스 팀)","브랜드기획 , 사업기획 , 전략기획 , 리스크 관리 , 기타제조업 수정일 26/07/02",2303,,0,0,정규직,학력무관,서울 강남구,그로스,,2026-07-15,2026-07-15,False,검토,"신사업(자영업자 B2B) 스쿼드 전략·운영 리드 — 사업 오너십 중심, 데이터·자동화 색채는 본문에 없음",5,"'다기능 팀을 이끌 수 있는 팀 리더십', '건강한 리스크를 지면서 빠르게 사업을 이끌어갈 전략적 사고'가 핵심 요건이라 실제로는 스쿼드 리드(미니 사업 총괄)다. 경력 무관·학력무관이라 형식 요건은 열려 있지만, 리드 역할을 신입에게 줄 가능성은 낮고 데이터·프로세스 자동화 신호가 본문에 전혀 없다.",이커머스 데이터운영,경력 무관·학력무관은 유리하나 '리드' 직급이라 실질 통과 난도가 높음. 마감이 2026-07-15(오늘)이라 시간도 없음,1인으로 9채널 데이터 파이프라인·대시보드·CS봇을 처음부터 끝까지 굴려본 오너십(0→1 실행력),오늘(07/15) 마감 · '리드' 직급 요구 · 직무 실체가 전략·사업 총괄에 가까워 데이터/자동화 포지셔닝과 어긋날 수 있음,서울,False
fc55fa02ef,company_bc36f54a,saramin,[마케팅 전략] 데이터 사이언티스트,"데이터 사이언티스트 , Python , SQL , 머신러닝 , Pytorch 외 수정일 26/07/01",2877,,0,0,정규직,대졸,서울 송파구,마케팅 데이터,대졸요구|개발자수준요구,2026-07-15,2026-07-15,False,부적합,데이터 사이언티스트 / ML 엔지니어 — 모델 개발·MLOps,1,요구 기술이 scikit-learn·XGBoost·TensorFlow/PyTorch·Spark·Docker·Kubernetes·Kubeflow·Airflow·Vertex AI다. 배제 대상(MLOps·딥러닝 모델·데이터 엔지니어)의 교과서적 사례이며 대졸(4년제) 전공 요건까지 붙는다.,트랙밖,ML 엔지니어링 3년 이상 실무를 우대하는 자리 — 지원 의미 없음,,명백한 개발자 직무·대졸요구·오늘(07/15) 마감,서울,True
945b420d16,company_bc36f54a,saramin,[마케팅 전략] 데이터 애널리스트,"데이터분석가 , 데이터분석 , Python , SQL , 알고리즘 외 수정일 26/07/01",2584,,0,0,정규직,학력무관,서울 송파구,마케팅 데이터,,2026-07-15,2026-07-15,False,부적합,데이터 애널리스트 — 고급 Python·R·통계 분석 전문직,3,"자격요건이 '고급 수준의 Python 활용 능력', '응용수학·통계학·확률론 등 분석 기반 지식', 'R·SQL 통계 데이터 분석'이다. 학력무관이라도 실체는 개발·통계 전문직이라 배제 대상(데이터 엔지니어·분석 개발)에 해당한다.",트랙밖,고급 Python·통계 전공 수준 요구 — 프로토타입 수준 역량으로는 통과 불가,,개발자·통계 전문가 수준 요구·오늘(07/15) 마감,서울,True
986ff6e2e5,company_d3491732,saramin,2026년 신입/경력 채용,"마케팅기획 , 마케팅전략 , 마케팅 , 기술지원 , SE(시스템엔지니어) 외 수정일 26/06/25",3016,,0,0,정규직,초대졸,경기 성남시,마케팅 데이터,대졸요구,2026-07-20,2026-07-20,False,부적합,반도체 장비사 공채 — 엔지니어·영업 중심 추정,2,업종이 '전기용 기계·장비 및 관련 기자재 도매업'(반도체 장비)이고 근무지가 이천·평택·화성·청주 등 팹 지역이다. 본문에 직무 상세가 없고 우대는 영어 능력뿐이라 데이터·자동화 매칭 근거가 없다.,트랙밖,"대졸(2,3년제) 요구 + 조회수 10만의 초대형 경쟁 공고로 승산 희박",,대졸요구 · 직무 상세 미노출 · 경쟁률 극심,경기,True
0084a9e342,company_3868a44f,saramin,[대규모 채용] 교육 운영기획 매니저 인턴 (IT 부트캠프),"행사기획 , 교육콘텐츠기획 , 교육운영 , 교육콘텐츠개발 , 교육컨설턴트 수정일 26/07/14",2471,,0,0,인턴,학력무관,서울 강남구,운영 기획,,2026-07-17,2026-07-15,False,검토,IT 부트캠프 교육 운영기획 매니저 — 수강생 운영·이해관계자 조율,5,'문제를 명확히 정의하고 우선순위를 설정'하는 역량을 요구해 프로세스 설계 성격이 일부 있고 학력무관이다. 다만 실체는 교육 운영(수강생 관리·커뮤니케이션)이고 인턴직이라 데이터·자동화 축이 약하다.,AI 콘텐츠 Ops,"학력무관·신입 명시, 대규모 채용 → 서류 통과 가능성 자체는 높음",CS봇 평가셋·유닛테스트로 '운영 품질을 수치로 관리'한 경험 → 부트캠프 운영 품질 지표화에 연결 가능,"인턴직(정규 전환 미명시), 교육 운영 도메인이라 AX 트랙 축적이 약함, D-5로 마감 임박",서울,False
e58813aad5,company_4908aaa5,saramin,신입/경력사원 모집,"FA(공장자동화) , 물류자동화 , 자동화설계 , OA , AI(인공지능) 외 수정일 26/07/09",2724,,0,0,정규직,초대졸,서울 강남구,AI 자동화,대졸요구|개발자수준요구,2026-07-20,2026-07-20,False,부적합,용접재료 제조 중견기업의 부문별 공채 — 직무 미상(각 직무별 상이),2,"본문에 직무 기술이 없고 '각 직무별 상이 확인 必'만 있다. 학력은 초대졸 이상, 근무지는 강남·분당·포항·목포로 흩어져 있으며 제조 중견기업 공채라 AX·AI 직무일 개연성이 낮다. 조회수 15만의 대형 공채로 경쟁도 극심하다.",트랙밖,"대졸(2,3년제) 이상 요구 + 대형 공채 경쟁 — 고졸 신입 승산 없음",,본문 직무 상세 미확보 · 대졸요구 · 홈페이지 지원 · 마감 07/26,서울,True
f9aa058c87,company_c2ed6137,saramin,[아정당이사] CS담당자(신입 가능),"CS , 전자상거래 수정일 26/06/29",2581,,0,0,정규직,고졸,서울 강남구,프로세스 개선,,2026-07-16,2026-07-16,False,부적합,CS 담당자 — 고객 상담·응대(이사 서비스),4,"자격이 '고객 중심 커뮤니케이션·문제 해결', 직무 본체가 CS 상담이다. 우대에 'CS 데이터 분석·VOC 분석·엑셀'이 있어 데이터 성격이 살짝 붙지만 페르소나 배제 대상(CS 상담)에 해당한다. 고졸·신입은 긍정 요소.",트랙밖,고졸·신입 가능이라 서류는 열려 있으나 직무 본체가 CS 상담,,CS 상담이 직무 본체(데이터 분석은 우대 수준),서울,True
66774d0626,company_5cfec1e6,saramin,2026년 각 부문 신입/경력 공채,"FA(공장자동화) , 자동화설계 , OA , 자동화라인 , 생산자동화 외 수정일 26/07/14",3496,,0,0,정규직,학력무관,경기 김포시,업무 자동화,,2026-07-20,2026-07-20,False,부적합,일반목적용 기계 제조사 공채 — 설계·생산·영업 추정,2,"업종이 기타 일반목적용 기계 제조업, 근무지 김포·평택 공장이다. 본문에 모집 부문별 직무 설명이 전혀 실리지 않았고 회사 성격상 AX·데이터 직무가 아니다.",트랙밖,학력무관이라 서류 자체는 열리나 직무가 다름,,부문별 직무 상세 미확보 — 제목·업종만으로 보수 판정,경기,True
24b1b84626,company_06dc40fd,saramin,2026년 각 분야 직원 채용공고,"SNS마케팅 , 마케팅전략 , 마케팅 , 자료입력 , B2B마케팅 외 수정일 26/07/02",2843,,0,0,정규직,학력무관,서울 강동구,마케팅 데이터,,2026-07-17,2026-07-16,False,부적합,"직무 불명 - 각 분야 통합 채용, 본문에 실제 업무 상세 없음",3,학력무관 신입경력 정규직·계약직 통합 공고로 본문에 직무 상세가 전혀 없다. 업종은 가공식품 도매업. 어떤 직무를 뽑는지 특정 불가라 AX·데이터·자동화 매칭을 판단할 근거가 없다.,트랙밖,학력무관·신입 명시로 서류 문턱은 낮으나 직무 실체를 모른 채 지원은 무의미,,"직무 상세 미확보(통합 채용), 계약직 혼재. 실제 모집 직무 확인 전 지원 보류",서울,True
f39026654f,company_5e91f38a,saramin,2026년 비알팜 신입/경력 수시채용,"블로그마케팅 , 마케팅기획 , 온라인마케팅 , 마케팅전략 , 마케팅 외 수정일 26/07/14",2965,,0,0,정규직,대졸,서울 송파구,마케팅 데이터,대졸요구,2026-07-20,2026-07-20,False,부적합,제약사 수시채용 — 생산·품질·영업 중심 추정,2,업종이 의료(진료과목별)/제약이고 근무지가 원주 공장이다. 우대사항이 외국어 능력뿐이며 직무 상세가 없다. 데이터·자동화 신호 0.,트랙밖,대졸 4년제 요구로 고졸 서류컷 위험 높음,,대졸요구 · 직무 상세 미노출 · 강원 원주 공장 근무 가능성,서울,True
4c60ec8025,company_b24a2480,saramin,"지역 기반 ESG 활동 콘텐츠 제작, 운영 서포트_어시스턴트","콘텐츠기획 , 콘텐츠에디터 , 콘텐츠마케팅 , 채널관리 , 채널관리 외 수정일 26/07/03",2373,,0,0,인턴,학력무관,제주전체,콘텐츠 운영,,2026-07-15,2026-07-15,False,부적합,"ESG 활동 콘텐츠 제작 보조 (제주 근무, 인턴)",3,"자격요건이 '온라인 콘텐츠 기획·제작 경험', '포토샵 등 디자인 SW 활용'으로 제작 보조 인턴이다. 데이터·자동화·운영 프로세스와 무관하며 근무지가 제주 전체다. <KAKAO> 남는 자리다.",트랙밖,"학력무관이나 조회 1,411·지원 174명으로 경쟁 극심, 오늘 마감",,인턴직 · 근무지 제주 · 오늘 마감 · 디자인 SW 요구,제주전체,True
f4f4bb8a29,company_c2ed6137,saramin,[아정당 서울] 세일즈본부 전략기획매니저 (1년 이상~),"전략기획 , 전자상거래 수정일 26/05/21",2914,,1,0,정규직,대졸,서울 강남구,프로세스 개선,대졸요구|경력1년+요구,2026-07-16,2026-07-16,False,검토,세일즈본부 전략기획 — 데이터 기반 문제정의·프로세스·자동화 툴 활용,6,"자격에 'Data 기반으로 문제 정의', 우대에 'AI·자동화·데이터 분석/시각화 툴 활용', '프로세스·정책을 실제 운영에 적용해 성과'가 있어 이용진의 데이터·자동화·대시보드 자산과 정면으로 맞닿는다. 다만 '4년제 대학 졸업자'가 자격요건에 명시돼 고졸 서류컷 위험이 크고 경력1년+가 붙는다.",업무자동화/AX,4년제 대졸 자격요건 명시로 고졸 서류컷 위험 큼(포트폴리오로 정면 돌파 시도할 값어치는 있음),데이터 기반 문제정의·자동화·대시보드 구축(9채널 무인수집·정합 사고 규명·ROAS 의사결정 게이트),4년제 대졸 필수 명시 + 경력1년+ → 고졸 서류컷 위험,서울,False
515b4a9d2f,company_c2ed6137,saramin,[아정당 서울] 퍼포먼스 마케터 (5년 이상~15년 이하),"마케팅기획 , 마케팅 , 퍼포먼스마케팅 , 전자상거래 수정일 26/05/13",2304,,0,0,정규직,고졸,서울 강남구,그로스,,2026-07-20,2026-07-20,False,부적합,광고 집행·캠페인 운영 중심 퍼포먼스 마케터 — 순수 실행직,3,제목·직무가 퍼포먼스 마케터 실행직이고 본문에 데이터 파이프라인·자동화·내부 도구 구축 언급이 없다. 2026-07-17 진로 확정에 따라 순수 마케팅 실행직은 배제 — 오래 있으면 마케터로 굳어 AI Automation Engineer 브랜드를 깎는다.,트랙밖,학력 고졸 이상·신입 가능이라 서류 문턱은 낮음 — 그러나 방향이 어긋나 지원 실익 없음,,순수 마케팅 실행직(배제 대상). 제목은 5~15년 경력인데 조건은 신입 포함으로 표기가 어긋남,서울,True
361c96bb19,company_a2e9bd6f,saramin,생산직 3조2교대/주간(가불/1인기숙사),"자동화라인 , 기술엔지니어 , 물류관리 , 자재관리 , 기계조작원 외 수정일 26/07/16",2518,,0,0,정규직,학력무관,경북 구미시,업무 자동화,,2026-07-20,2026-07-20,False,부적합,제조 공장 생산직 3조 2교대 — 현장 오퍼레이터,1,나인테크 공고와 동일한 형식의 생산직 인력 모집이다. 기숙사·가불·2교대 조건으로 커리어 방향과 무관.,트랙밖,채용 문턱 낮으나 지원 대상 아님,,2교대·구미 근무·마감 임박,경북,True
fcab3858e7,company_5d57bd6a,saramin,그로스 마케터 (Influencer + Performance Hybrid),"그로스해킹 , 마케팅기획 , 마케팅 , 마케팅전략 , SNS마케팅 외 수정일 26/07/20",2745,,0,0,정규직,학력무관,서울 강남구,그로스,,2026-07-20,2026-07-20,False,부적합,인플루언서 섭외 + 퍼포먼스 광고 운영 하이브리드 — 순수 마케팅 실행직,3,"업종이 광고 대행업이고 요구가 '인플루언서 생태계와 숏폼(UGC) 트렌드에 관심'이다. '데이터 기반으로 원인을 유추하는 과정을 즐기는 분'이라는 태도 요건은 있으나 데이터 파이프라인·자동화 구축 업무가 아니고, 우대도 엑셀·컴활 수준이다. 인플루언서 섭외는 persona 배제 항목이다.",트랙밖,학력무관·경력무관이라 서류는 열림,,인플루언서 섭외 실행 비중 큼 · 직무 상세 요강 미기재,서울,True
d6a97b7ffa,company_d99ca410,saramin,YAWOOLIN (주)야우린 브랜드마케팅팀 마케터 채용 (신입/경력),"블로그마케팅 , 마케팅기획 , SNS마케팅 , 온라인마케팅 , 퍼포먼스마케팅 외 수정일 26/06/17",3699,,0,0,정규직,초대졸,서울 강남구,마케팅 데이터,대졸요구,2026-07-15,2026-07-15,False,검토,병의원 브랜드 마케터 — 블로그·바이럴·체험단·인플루언서 운영 실행,5,"자격요건이 '블로그마케팅 및 바이럴 마케팅 실행', '체험단 및 인플루언서 모집/운영'으로 배제 대상인 '단순 마케팅 실행'에 가깝다. 다만 '마케팅 데이터 분석 및 자료 기반 기획/전략 경험'도 선택 항목(5개 중 2개 이상)에 있어 데이터 축으로 우회 지원할 여지는 있다. 연봉 3,500만원.",Growth/Marketing Ops,"대졸(2,3년제) 요구라 학력컷 위험이 있고, 무엇보다 마감이 오늘(2026-07-15)이라 실질 지원 가능 시간이 거의 없다.",인플루언서·체험단 대상 발굴을 수작업이 아니라 자동 수집으로 돌린 경험 + 광고 데이터 분석 기반 전략 수립,오늘 마감(07/15 23:59) · 대졸 요구 · 블로그·바이럴 실행 중심 · 병의원 도메인(광고법 제약),서울,False
